No|Chinese|Pinyin|English|part_of_speech
2032|胸膛|xiōngtáng|chest|noun
2033|汹涌|xiōngyǒng|turbulent|noun
2034|凶恶|xiōng’è|Ferocious|adj
2035|凶手|xiōngshǒu|Murderer|noun
2036|雄厚|xiónghòu|Abundant|noun
2037|雄伟|xióngwěi|Magnificent|noun
2038|修复|xiūfù|repair|noun
2039|修建|xiūjiàn|build|noun
2040|修养|xiūyǎng|training, mastery|verb
2041|羞耻|xiūchǐ|Shame|noun
2042|绣|xiù|embroidery|noun
2043|嗅觉|xiùjué|smell|noun
2044|虚假|xūjiǎ|false sham|noun
2045|虚荣|xūróng|vanity|noun
2046|虚伪|xūwěi|hypocrisy|noun
2047|需求|xūqiú|demand|noun
2048|须知|xūzhī|Notice|noun
2049|许可|xǔkě|Permit|noun
2050|酗酒|xùjiǔ|Alcohol|noun
2051|畜牧|xùmù|Animal husbandry|noun
2052|序言|xùyán|Preface|noun
2053|喧哗|xuānhuá|uproar|noun
2054|宣誓|xuānshì|Swear an oath|noun
2055|宣扬|xuānyáng|Preach|noun
2056|悬挂|xuánguà|suspension|noun
2057|悬念|xuánniàn|suspense|noun
2058|悬殊|xuánshū|disparity|noun
2059|悬崖峭壁|xuányáqiàobì|Steep cliff|noun
2060|旋律|xuánlǜ|Melody|noun
2061|旋转|xuánzhuǎn|rotate|verb
2062|选拔|xuǎnbá|Selection|noun
2063|选举|xuǎnjǔ|Election|noun
2064|选手|xuǎnshǒu|Player|noun
2065|炫耀|xuànyào|show off|noun
2066|削|xuē|cut|verb
2067|削弱|xuēruò|weaken; cripple|adj
2068|学说|xuéshuō|theory|noun
2069|学位|xuéwèi|Academic degree|noun
2070|雪上加霜|xuěshàngjiāshuāng|One disaster after another|noun
2071|血压|xuèyā|blood pressure|noun
2072|熏陶|xūntáo|The influence of|noun
2073|循环|xúnhuán|loop|noun
2074|循序渐进|xúnxùjiànjìn|follow in order and advance step by step|noun
2075|巡逻|xúnluó|patrol|noun
2076|寻觅|xúnmì|Looking for|noun
2077|压迫|yāpò|Oppression|noun
2078|压岁钱|yāsuìqián|Lucky money in new year|noun
2079|压缩|yāsuō|compress|noun
2080|压抑|yāyì|oppress; overbear|noun
2081|压榨|yāzhà|press|noun
2082|压制|yāzhì|Suppress|noun
2083|亚军|yàjūn|Runner-up|noun
2084|鸦雀无声|yāquèwúshēng|silent|noun
2085|烟花爆竹|yānhuābàozhú|Fireworks and firecrackers|noun
2086|淹没|yānmò|Flood|noun
2087|延期|yánqī|Delay|noun
2088|延伸|yánshēn|extend|verb
2089|延续|yánxù|continue|noun
2090|严寒|yánhán|Severe cold|noun
2091|严禁|yánjìn|Strictly prohibit|noun
2092|严峻|yánjùn|stern; serious; harsh|noun
2093|严厉|yánlì|severe|noun
2094|严密|yánmì|tight|noun
2095|沿海|yánhǎi|coastal|adj
2096|言论|yánlùn|speech|noun
2097|炎热|yánrè|Scorching hot|noun
2098|岩石|yánshí|rock|noun
2099|演变|yǎnbiàn|evolution|noun
2100|演习|yǎnxí|exercise|noun
2101|演绎|yǎnyì|deduction|noun
2102|演奏|yǎnzòu|Play|noun
2103|掩盖|yǎngài|cover up|noun
2104|掩护|yǎnhù|cover|noun
2105|掩饰|yǎnshì|Conceal|adj
2106|眼光|yǎnguāng|Eye|noun
2107|眼色|yǎnsè|meaningful glance|noun
2108|眼神|yǎnshén|expression in one’s eyes|noun
2109|验收|yànshōu|Check before acceptance|noun
2110|验证|yànzhèng|Verification|noun
2111|厌恶|yànwù|Hate|verb
2112|氧气|yǎngqì|oxygen|noun
2113|样品|yàngpǐn|sample|noun
2114|摇摆|yáobǎi|swing|noun
2115|摇滚|yáogǔn|Rock|noun
2116|遥控|yáokòng|remote control|noun
2117|遥远|yáoyuǎn|distant|noun
2118|谣言|yáoyán|Rumor|noun
2119|要点|yàodiǎn|Main points|noun
2120|要命|yàomìng|kill, extremely|verb
2121|要素|yàosù|Essential factor|noun
2122|耀眼|yàoyǎn|dazzling|noun
2123|野蛮|yěmán|barbarism|noun
2124|野心|yěxīn|ambition|noun
2125|液体|yètǐ|liquid|noun
2126|一流|yīliú|First-class|noun
2127|依旧|yījiù|still|noun
2128|依据|yījù|Basis|noun
2129|依靠|yīkào|rely on; depend on|noun
2130|依赖|yīlài|rely on|noun
2131|依托|yītuō|rely on|noun
2132|衣裳|yīshang|clothes|noun
2133|一度|yídù|once|noun
2134|一贯|yíguàn|consistent|noun
2135|一目了然|yímùliǎorán|Stick out a mile|noun
2136|一向|yíxiàng|Always|noun
2137|遗产|yíchǎn|heritage|noun
2138|遗传|yíchuán|inheritance|noun
2139|遗留|yíliú|Left|noun
2140|遗失|yíshī|Loss|noun
2141|疑惑|yíhuò|doubt; disbelieve|verb
2142|仪器|yíqì|instrument|noun
2143|仪式|yíshì|Ceremony|noun
2144|以便|yǐbiàn|so that|noun
2145|以免|yǐmiǎn|in case|noun
2146|以往|yǐwǎng|Past|noun
2147|以至|yǐzhì|So that; down to|verb
2148|以致|yǐzhì|so that|noun
2149|亦|yì|also|noun
2150|翼|yì|Wing|noun
2151|一帆风顺|yìfānfēngshùn|Everything is going smoothly|noun
2152|一举两得|yìjǔliǎngdé|Shoot two hawks with one arrow|noun
2153|一如既往|yìrújìwǎng|As always|noun
2154|一丝不苟|yìsībùgǒu|Be strict in one’s demands|noun
2155|异常|yìcháng|abnormal|adj
2156|意料|yìliào|expect; anticipate|verb
2157|意识|yìshí|consciousness|noun
2158|意图|yìtú|intention|noun
2159|意味着|yìwèizhe|Signify|verb
2160|意向|yìxiàng|intention|noun
2161|意志|yìzhì|will|noun
2162|毅力|yìlì|Will|noun
2163|毅然|yìrán|Resolutely; firmly|adv
2164|阴谋|yīnmóu|conspiracy|noun
2165|音响|yīnxiǎng|sound|noun
2166|隐蔽|yǐnbì|Concealment|noun
2167|隐患|yǐnhuàn|hidden danger|noun
2168|隐瞒|yǐnmán|hide|noun
2169|隐私|yǐnsī|Privacy|noun
2170|隐约|yǐnyuē|Vaguely|adv
2171|引导|yǐndǎo|guide|noun
2172|引擎|yǐnqíng|engine|noun
2173|引用|yǐnyòng|Quote|noun
2174|饮食|yǐnshí|diet|noun
2175|婴儿|yīng’ér|baby|noun
2176|英明|yīngmíng|wise|adv
2177|英勇|yīngyǒng|heroic|noun
2178|迎面|yíngmiàn|Head-on; in one`s face|noun
2179|盈利|yínglì|profit|noun
2180|应酬|yìngchou|Entertainment|noun
2181|应邀|yìngyāo|Invited|noun
2182|拥护|yōnghù|support|noun
2183|拥有|yōngyǒu|Have|noun
2184|庸俗|yōngsú|philistine; tacky|noun
2185|勇于|yǒngyú|The courage to|noun
2186|永恒|yǒnghéng|Eternal|adj
2187|涌现|yǒngxiàn|The emergence of|noun
2188|踊跃|yǒngyuè|Enthusiastically|adv
2189|用户|yònghù|user|noun
2190|优胜劣汰|yōushèngliètài|Survival of the fittest|noun
2191|优先|yōuxiān|first|noun
2192|优异|yōuyì|excellent|noun
2193|优越|yōuyuè|superior|noun
2194|忧郁|yōuyù|heavy-hearted|noun
2195|油腻|yóunì|greasy|noun
2196|油漆|yóuqī|paint|noun
2197|犹如|yóurú|like; as if; just as|noun
2198|有条不紊|yǒutiáobùwěn|Everything in good order and well arranged|noun
2199|幼稚|yòuzhì|Immature|noun
2200|诱惑|yòuhuò|tempt; lure|noun
2201|愚蠢|yúchǔn|stupid|noun
2202|愚昧|yúmèi|Foolish|noun
2203|舆论|yúlùn|public opinion|noun
2204|渔民|yúmín|Fisherman|noun
2205|与日俱增|yǔrìjùzēng|Grow with each passing day|noun
2206|羽绒服|yǔróngfú|Down Jackets|verb
2207|宇宙|yǔzhòu|universe|noun
2208|愈|yù|more|noun
2209|预料|yùliào|Expect|noun
2210|预期|yùqī|expect; anticipate|verb
2211|预算|yùsuàn|budget|noun
2212|预先|yùxiān|beforehand|noun
2213|预言|yùyán|Prophesy|noun
2214|预兆|yùzhào|Omen|noun
2215|玉|yù|jade|noun
2216|欲望|yùwàng|desire|noun
2217|寓言|yùyán|fable|adj
2218|冤枉|yuānwang|Wrong; treat unjustly|adv
2219|元首|yuánshǒu|The heads of a state|noun
2220|元素|yuánsù|element|noun
2221|元宵节|yuánxiāojié|The Lantern Festival|noun
2222|圆满|yuánmǎn|Satisfactorily|adv
2223|原告|yuángào|accuser|noun
2224|原理|yuánlǐ|principle|noun
2225|原始|yuánshǐ|Original|adj
2226|原先|yuánxiān|Original|adj
2227|缘故|yuángù|Reason|noun
2228|园林|yuánlín|Gardens|noun
2229|源泉|yuánquán|headspring|noun
2230|约束|yuēshù|bind; restrain|verb
2231|乐谱|yuèpǔ|Music score|noun
2232|岳母|yuèmǔ|mother in law|noun
2233|熨|yùn|Ironing|noun
2234|蕴藏|yùncáng|hold in store; contain|noun
2235|运算|yùnsuàn|operation|noun
2236|运行|yùnxíng|run; working|noun
2237|酝酿|yùnniàng|Brewing|noun
2238|孕育|yùnyù|inoculation; breed|noun
2239|砸|zá|Hit|noun
2240|杂技|zájì|acrobatics|noun
2241|杂交|zájiāo|Hybridization|noun
2242|咋|zǎ|how; why|noun
2243|灾难|zāinàn|disaster|noun
2244|栽培|zāipéi|cultivate|verb
2245|宰|zǎi|Slaughter|noun
2246|在意|zàiyì|care about|noun
2247|再接再厉|zàijiēzàilì|Make persistent efforts|verb
2248|攒|zǎn|Save|noun
2249|赞叹|zàntàn|Praise|noun
2250|赞助|zànzhù|Sponsor|noun
2251|暂且|zànqiě|For the time being|noun
2252|糟蹋|zāotà|waste; ruin|noun
2253|遭受|zāoshòu|Suffer|noun
2254|遭殃|zāoyāng|Suffer|noun
2255|遭遇|zāoyù|encounter|noun
2256|造型|zàoxíng|style; modeling|noun
2257|噪音|zàoyīn|noise|noun
2258|责怪|zéguài|Blame|noun
2259|贼|zéi|thief|noun
2260|增添|zēngtiān|Add|noun
2261|赠送|zèngsòng|Give|adj
2262|渣|zhā|residue|noun
2263|扎|zhā|Tie|noun
2264|扎实|zhāshi|solid|noun
2265|眨|zhǎ|Blink|noun
2266|诈骗|zhàpiàn|Fraud|noun
2267|摘要|zhāiyào|abstract|noun
2268|债券|zhàiquàn|bond|noun
2269|沾光|zhānguāng|gain some advantage from another|noun
2270|瞻仰|zhānyǎng|look at with reverence|noun
2271|斩钉截铁|zhǎndīngjiétiě|Resolute and decisive|adj
2272|展示|zhǎnshì|Exhibit|noun
2273|展望|zhǎnwàng|expectation|noun
2274|展现|zhǎnxiàn|To show|noun
2275|崭新|zhǎnxīn|Completely new|noun
2276|战斗|zhàndòu|Battle|noun
2277|战略|zhànlüè|strategy|noun
2278|战术|zhànshù|tactics|noun
2279|战役|zhànyì|Battle|noun
2280|占据|zhànjù|Occupy|noun
2281|占领|zhànlǐng|occupy|noun
2282|章程|zhāngchéng|Constitution, regulations|noun
2283|障碍|zhàng’ài|obstacle|noun
2284|帐篷|zhàngpeng|Tent|noun
2285|招标|zhāobiāo|call for bids|noun
2286|招收|zhāoshōu|recruit|noun
2287|朝气蓬勃|zhāoqìpéngbó|Full of youthful spirit|noun
2288|着迷|zháomí|Be fascinated|noun
2289|沼泽|zhǎozé|Swamp|noun
2290|照样|zhàoyàng|all the same; as before|noun
2291|照耀|zhàoyào|Shine|noun
2292|遮挡|zhēdǎng|keep out|noun
2293|折腾|zhēteng|Toss|noun
2294|折|zhé|fracture|noun
2295|折磨|zhémó|torture|noun
2296|真理|zhēnlǐ|Truth|noun
2297|真相|zhēnxiàng|fact; truth|noun
2298|真挚|zhēnzhì|sincere|adj
2299|珍贵|zhēnguì|precious|adj
2300|珍稀|zhēnxī|Rare|noun
2301|珍珠|zhēnzhū|Pearl|noun
2302|侦探|zhēntàn|Detective|adj
2303|斟酌|zhēnzhuó|Consider|noun
2304|枕头|zhěntou|Pillow|noun
2305|阵地|zhèndì|position|noun
2306|阵容|zhènróng|Lineup|noun
2307|镇定|zhèndìng|Calm|noun
2308|镇静|zhènjìng|Calm|noun
2309|振奋|zhènfèn|Exciting|noun
2310|振兴|zhènxīng|The revitalization of|noun
2311|震撼|zhènhàn|shock|noun
2312|震惊|zhènjīng|shock|noun
2313|争端|zhēngduān|Dispute|noun
2314|争夺|zhēngduó|Fight for|noun
2315|争气|zhēngqì|try to win credit for|noun
2316|争先恐后|zhēngxiānkǒnghòu|strive to be the first; vie with each other|noun
2317|争议|zhēngyì|dispute|noun
2318|蒸发|zhēngfā|evaporation|noun
2319|征服|zhēngfú|Conquer|noun
2320|征收|zhēngshōu|collection|noun
2321|正月|zhēngyuè|January (moon calendar)|noun
2322|挣扎|zhēngzhá|Struggle|noun
2323|整顿|zhěngdùn|rectify|verb
2324|正当|zhèngdāng|proper|noun
2325|正负|zhèngfù|Positive and negative|adj
2326|正规|zhèngguī|regular|noun
2327|正经|zhèngjing|Serious|adj
2328|正气|zhèngqì|Righteousness|noun
2329|正义|zhèngyì|justice|noun
2330|正宗|zhèngzōng|authentic|noun
2331|政策|zhèngcè|policy|noun
2332|政权|zhèngquán|regime|noun
2333|证实|zhèngshí|Confirm|noun
2334|证书|zhèngshū|certificate|verb
2335|郑重|zhèngzhòng|Solemnly|adv
2336|症状|zhèngzhuàng|Symptom|noun
2337|之际|zhī jì|it’s time…|noun
2338|枝|zhī|branch|noun
2339|支撑|zhīchēng|brace|noun
2340|支出|zhīchū|payout; expend|noun
2341|支流|zhīliú|Tributary|noun
2342|支配|zhīpèi|Control|noun
2343|支援|zhīyuán|support|noun
2344|支柱|zhīzhù|mainstay; backbone|noun
2345|知觉|zhījué|perception|noun
2346|知足常乐|zhīzúchánglè|Happy is he who is content|noun
2347|脂肪|zhīfáng|Fat|noun
2348|直播|zhíbō|on live|adj
2349|直径|zhíjìng|diameter|noun
2350|值班|zhíbān|Be on duty|noun
2351|殖民地|zhímíndì|Colony|noun
2352|职能|zhínéng|function|noun
2353|职位|zhíwèi|position|noun
2354|职务|zhíwù|post|noun
2355|执行|zhíxíng|implement|noun
2356|执着|zhízhuó|persistent|noun
2357|侄子|zhízi|nephew|noun
2358|指标|zhǐbiāo|index|noun
2359|指定|zhǐdìng|Appoint|noun
2360|指甲|zhǐjia|nail|noun
2361|指令|zhǐlìng|instructions|noun
2362|指南针|zhǐnánzhēn|Compass|noun
2363|指示|zhǐshì|Instructions|noun
2364|指望|zhǐwàng|expect; figure on|noun
2365|指责|zhǐzé|Accuse|noun
2366|治安|zhì’ān|public security|noun
2367|治理|zhìlǐ|Government|noun
2368|制裁|zhìcái|Sanction|noun
2369|制服|zhìfú|uniform|noun
2370|制约|zhìyuē|restrict|noun
2371|制止|zhìzhǐ|Stop it|verb
2372|致辞|zhìcí|Speech|noun
2373|致力|zhìlì|devote oneself to|noun
2374|致使|zhìshǐ|cause|noun
2375|智力|zhìlì|intelligence|noun
2376|智能|zhìnéng|Intelligence|noun
2377|智商|zhìshāng|intelligence quotient|noun
2378|滞留|zhìliú|retention|noun
2379|志气|zhìqì|Ambition|noun
2380|忠诚|zhōngchéng|loyal|adj
2381|忠实|zhōngshí|Faithful|adj
2382|终点|zhōngdiǎn|End|noun
2383|终究|zhōngjiū|after all|noun
2384|终身|zhōngshēn|lifelong|noun
2385|终止|zhōngzhǐ|termination|noun
2386|中断|zhōngduàn|interrupt|noun
2387|中立|zhōnglì|neutral|adj
2388|中央|zhōngyāng|center|noun
2389|衷心|zhōngxīn|Heartfelt|noun
2390|种子|zhǒngzi|seed|noun
2391|种族|zhǒngzú|race|noun
2392|种植|zhòngzhí|plant|noun
2393|肿瘤|zhǒngliú|tumour|noun
2394|重心|zhòngxīn|Focus|noun
2395|众所周知|zhòngsuǒzhōuzhī|As everyone knows|noun
2396|州|zhōu|State|verb
2397|舟|zhōu|boat|noun
2398|粥|zhōu|Porridge|noun
2399|周边|zhōubiān|periphery|noun
2400|周密|zhōumì|thorough; careful|adj
2401|周年|zhōunián|anniversary|noun
2402|周期|zhōuqī|period cycle|noun
2403|周折|zhōuzhé|Twists and turns|verb
2404|周转|zhōuzhuǎn|turnover|verb
2405|皱纹|zhòuwén|Wrinkle|noun
2406|昼夜|zhòuyè|Day and night|noun
2407|株|zhū|plant (measure word)|measure
2408|诸位|zhūwèi|every one|noun
2409|逐年|zhúnián|year by year|noun
2410|拄|zhǔ|lean on a stick|verb
2411|主办|zhǔbàn|Host|noun
2412|主导|zhǔdǎo|leading|noun
2413|主管|zhǔguǎn|Executive director|verb
2414|主流|zhǔliú|Main stream|noun
2415|主权|zhǔquán|sovereignty|noun
2416|主义|zhǔyì|doctrine|verb
2417|嘱咐|zhǔfù|Charge someone with a task|noun
2418|住宅|zhùzhái|residence|noun
2419|注射|zhùshè|injection|noun
2420|注视|zhùshì|Gaze|noun
2421|注释|zhùshì|note; annotation|noun
2422|注重|zhùzhòng|pay attention to|noun
2423|助理|zhùlǐ|assistant|noun
2424|助手|zhùshǒu|assistant|noun
2425|著作|zhùzuò|Work|noun
2426|驻扎|zhùzhā|Be stationed|noun
2427|铸造|zhùzào|casting, foundry|noun
2428|拽|zhuài|drag; haul|noun
2429|专长|zhuāncháng|Expertise|noun
2430|专程|zhuānchéng|Special-purpose trip|adj
2431|专利|zhuānlì|patent|noun
2432|专题|zhuāntí|special collection|adj
2433|砖|zhuān|Brick|noun
2434|转达|zhuǎndá|Convey|noun
2435|转让|zhuǎnràng|make over; transfer|verb
2436|转移|zhuǎnyí|transfer|noun
2437|转折|zhuǎnzhé|Transition|noun
2438|传记|zhuànjì|biography|noun
2439|装备|zhuāngbèi|equipment|noun
2440|装卸|zhuāngxiè|Loading and unloading|noun
2441|庄严|zhuāngyán|solemn|noun
2442|庄重|zhuāngzhòng|grand; superb|noun
2443|庄稼|zhuāngjia|crops|noun
2444|幢|zhuàng|Building (measure word)|measure
2445|壮观|zhuàngguān|grand; sublime|noun
2446|壮丽|zhuànglì|Magnificent|noun
2447|壮烈|zhuàngliè|brave; heroic|noun
2448|追悼|zhuīdào|mourn for|noun
2449|追究|zhuījiū|Investigate|verb
2450|坠|zhuì|fall|noun
2451|准则|zhǔnzé|criterion|noun
2452|琢磨|zhuómó|Pondering|noun
2453|着手|zhuóshǒu|To start|noun
2454|着想|zhuóxiǎng|consider|noun
2455|着重|zhuózhòng|Emphasize|verb
2456|卓越|zhuóyuè|Excellent|noun
2457|资本|zīběn|capital|adj
2458|资产|zīchǎn|capital; asset|noun
2459|资深|zīshēn|senior|noun
2460|资助|zīzhù|give financial aid|noun
2461|姿态|zītài|attitude|noun
2462|滋味|zīwèi|Taste|noun
2463|滋润|zīrùn|moisturize|verb
2464|子弹|zǐdàn|Bullet|noun
2465|自卑|zìbēi|inferiority|noun
2466|自发|zìfā|spontaneous; unprompted|noun
2467|自力更生|zìlìgēngshēng|Rely through one’s own efforts|noun
2468|自满|zìmǎn|Complacent|noun
2469|自主|zìzhǔ|Autonomy|noun
2470|踪迹|zōngjì|tail; trail; trace|noun
2471|宗教|zōngjiào|Religion|noun
2472|宗旨|zōngzhǐ|Purpose|noun
2473|棕色|zōngsè|brown|noun
2474|总而言之|zǒng’éryánzhī|To make a long story short|verb
2475|总和|zǒnghé|summation|noun
2476|纵横|zònghéng|in length and breadth|verb
2477|走廊|zǒuláng|corridor|verb
2478|走漏|zǒulòu|leak out|noun
2479|走私|zǒusī|smuggle|noun
2480|揍|zòu|Beat|noun
2481|租赁|zūlìn|Lease|noun
2482|足以|zúyǐ|Enough|noun
2483|阻碍|zǔ’ài|hinder|noun
2484|阻拦|zǔlán|block off|verb
2485|阻挠|zǔnáo|obstruct; stand in the way|noun
2486|祖父|zǔfù|grandfather|noun
2487|祖国|zǔguó|Motherland|noun
2488|祖先|zǔxiān|Ancestors|noun
2489|钻研|zuānyán|Study intensively|verb
2490|钻石|zuànshí|Diamonds|noun
2491|嘴唇|zuǐchún|Lips|noun
2492|罪犯|zuìfàn|Criminal|adj
2493|尊严|zūnyán|dignity|noun
2494|遵循|zūnxún|follow|noun
2495|做主|zuòzhǔ|decide|noun
2496|座右铭|zuòyòumíng|Motto|noun
2497|作弊|zuòbì|Cheat|noun
2498|作废|zuòfèi|cancel, blank out|noun
2499|作风|zuòfēng|style|noun
2500|作息|zuòxī|work and rest|noun
